transcript,entities
"So provide your comments, attach the supporting documents and then I will start the review. Okay. I guess this task has also started which is creation of text snippets. So I will be putting it in-progress. So first I will start with hive 20. So already I know dhanuj uh what you are facing so let it let let me keep it in in-progress only. i'll have a discussion with you on this, in sync up after this okay okay sir. let's move on to transcript cleaning. So avinash?","[[16, 24, 'Scrum'], [193, 204, 'Status'], [233, 237, 'Team Name'], [260, 266, 'Person Name'], [322, 333, 'Status'], [384, 391, 'Event'], [459, 466, 'Person Name']]"
"Yes sir, so yesterday I've told you I've tried with a bi-directional LSTM Model, so it's not actually predicting domain specific words, so what I did was I created a script which will extract all the vocabulary for us from the manual transcripts and also working on one more model for spelling correction only RN based. okay","[[12, 21, 'Date']]"
"Okay but uh, we should go with very extreme model. So what about uh the plan that we will provide the vocab. We will increase the vocaubulary of rev.ai? I have","[[145, 151, 'Tool']]"
"Yes sir, I have tried but uh rev.ai also like not correcting entirely I mean not correctly predicting all the domain specific words, some words it's actually predicting","[[29, 35, 'Tool']]"
Some it doesn't okay. So today you'll be trying other uh things which are doing the clean up right?,"[[25, 30, 'Date']]"
"Yes as Sarika mentioned day before yesterday. All the, all the sentences were repeating actually from previous output and next output like some part of the sentence is repeating in the next diarrization output also. So I have removed that also.","[[35, 44, 'Date'], [7, 13, 'Person Name']]"
Add this as the comment as well okay 40% is better. Yes I will.,"[[16, 23, 'Scrum']]"
"can do try today and if it is increasing to 50% perfect, 50-60%","[[11, 16, 'Date']]"
"If not, then write a comment. What are those exceptions cases and what will be the","[[21, 28, 'Scrum']]"
"Those exceptions cases and what will be the strategy that you want to review it. How you will review that. Stop stop the work, today is the sprint closure.","[[127, 132, 'Date'], [140, 154, 'Status']]"
"is 4 one second. Thursday, 4th is Thursday, next right? Yes yes, next Thursday okay then give it a try till tomorrow. Yes","[[17, 25, 'Date'], [34, 42, 'Date'], [70, 78, 'Date'], [108, 116, 'Date']]"
Okay? Yes yes okay again get back tomorrow and see how the things are going on. But add all the comments. Yes yes I'll do that sir. Okay,"[[34, 42, 'Date'], [96, 104, 'Scrum']]"
Next is hive 11 which is by Bhanu so extraction of names,"[[8, 12, 'Team Name'], [28, 33, 'Person Name']]"
"Yeah uh even this is done I'll add comments. There is one rare exception I'll discuss with you later. Uh in the with the earlier code I was able to complete this one as well. Uh I'll move it to, you can move it to review, I'll update the comments.","[[35, 43, 'Scrum'], [238, 246, 'Scrum'], [214, 220, 'Status']]"
"uh I'll tell uh suppose uh the name if the name was anuj and dhanuj, then some error uh like I've put for spelling mistakes I've put confidence score as 0.85 for uh right now. So uh Anuj and dhanuj if dhanuj word is present uh it's showing as anuj and dhanuj both people are there in that particular thing","[[52, 56, 'Person Name'], [61, 67, 'Person Name'], [182, 186, 'Person Name'], [191, 197, 'Person Name'], [243, 247, 'Person Name'], [252, 258, 'Person Name'], [201, 207, 'Person Name']]"
To solve it normally can you do something like if anuj or dhanuj anything which is 85% or 85% greater,"[[58, 64, 'Person Name'], [50, 54, 'Person Name']]"
if there are 2 or more words predicted can we have Amit or sorry anuj or dhanuj something like that?,"[[51, 55, 'Person Name'], [65, 69, 'Person Name'], [73, 79, 'Person Name']]"
"Yeah we can, yeah so add it like anuj or dhanuj so that model is saying that yeah it is correct but little bit confused between anuj or dhanuj which later","[[33, 37, 'Person Name'], [41, 47, 'Person Name'], [128, 132, 'Person Name'], [136, 142, 'Person Name']]"
A manual person can rectify in the UI. Okay. So make it anuj or dhanuj right now and then let me know I will move it to in-review and please add the comments you have not added comments for any of the user stories. Yeah yeah I'll add I'll add Okay so I guess uh for the hive 9 also some updates avijit sent me uh before looking at the code can you explain i mean how how the things are going uh Avijit?,"[[56, 60, 'Person Name'], [64, 70, 'Person Name'], [120, 129, 'Status'], [149, 157, 'Scrum'], [177, 185, 'Scrum'], [201, 213, 'Scrum'], [270, 274, 'Team Name'], [295, 301, 'Person Name'], [395, 401, 'Person Name'], [287, 294, 'Scrum']]"
me know I will move it to in-review and please add the comments you have not added comments for any of the user stories.,"[[26, 35, 'Status'], [55, 63, 'Scrum'], [83, 91, 'Scrum'], [107, 119, 'Scrum']]"
"Yeah just like uh, from the excel file I just took up the like I filtered based on the labels and I was fetching the audio transcript and the audio snippet transcript on the label speaker name. and then I may uh converted it into a JSON","[[28, 33, 'Tool']]"
But we'll be moving it into in-review,"[[28, 37, 'Status']]"
I'll sit with you to see how. Yeah. Yeah yeah sure. Yeah so pending admin access so the latest comments you have not provided. Yeah yeah yeah sure.,"[[95, 103, 'Status']]"
"Okay last is uh this one I don't know why it's it should be on anuj's name I guess, one second.","[[63, 69, 'Person Name']]"
"Okay label extraction, yeah it's on anuj's name, so obviously it is dependant on this is done right anuj? And uh this will be done today. So I guess, yeah, then we'll start with this okay?","[[100, 104, 'Person Name'], [131, 136, 'Person Name'], [68, 77, 'Status'], [36, 42, 'Person Name']]"
I guess from tomorrow you can start with this so I'll tell you,"[[13, 21, 'Date']]"
"Actually these two are one at the same thing but uh as of now in the sprint 0 you have to do only this, only you have to do give a structure to a code that's it, yeah.","[[69, 75, 'Scrum']]"
"So I'll tell you, I'll tell you. Yeah so still I will keep the to do only. Yeah so that's done. Also we have 3 in-progress, one in testing while others are in review and I still don't know how to keept it to done","[[63, 68, 'Status'], [111, 122, 'Status'], [131, 138, 'Status'], [156, 165, 'Status'], [208, 212, 'Status']]"
"Uh so Sravanthi, you were telling me","[[6, 15, 'Person Name']]"
So that finishes our uh stand up call so I guess in the Nikita and Sarika side uh I guess are waiting for uh 3 minutes of meetings file,"[[24, 37, 'Event'], [56, 62, 'Person Name'], [67, 73, 'Person Name']]"
"3 minutes of meetings file. One fromme, one from anuj and one form Bhanu. So anything else Nikita, Sarika you want to add?","[[49, 53, 'Person Name'], [67, 72, 'Person Name'], [91, 97, 'Person Name'], [99, 105, 'Person Name']]"
"I think Nikita is not available Himanshu. So from my, my end I have to submit 20 two zero uh from my end it is pending. So can I do it by Monday end of the day? Is that okay to you guys?","[[8, 14, 'Person Name'], [32, 40, 'Person Name'], [138, 144, 'Date']]"
Yeah yeah yeah sure no issues I mean you can go slow no issues. Okay fine so yeah I have another question. So I think uhit's opt to ask me in sync up call or do I uh actually what happened is I had a call or chat with Kajari yesterday so she said like for a demo we want 3 samples. I mean to say there should be 3 samples for final demo right?,"[[142, 154, 'Event'], [218, 224, 'Person Name'], [225, 234, 'Date'], [326, 336, 'Event']]"
So like uh we will yesterday also we had a scrum meeting sorry we had a sync up call right? Right yeah,"[[19, 28, 'Date'], [43, 56, 'Event'], [72, 84, 'Event']]"
"That engineering meeting and today also we'll have a sync up call, so that can be engineering because there we are only discussing about engineering.","[[29, 34, 'Date'], [5, 24, 'Event'], [53, 65, 'Event']]"
Machine learning stuffs here we are discussing about scrum meetings,"[[53, 67, 'Event']]"
"Himanshu here. No as of now like uh uh 1 is engineering, and 1 is scrum right? What what is another one as Kajari said","[[0, 8, 'Person Name'], [107, 113, 'Person Name']]"
three samples. One is business meetings. Okay the one which uh yesterday the ADP one is a business I guess,"[[22, 39, 'Event'], [63, 72, 'Date'], [77, 80, 'Anthem Tools']]"
"Yeah that can be a business and you remember, you guys worked on 4 JAM meetings. Yeah.so those can be also business meetings. So we do have the transcript for it we just need to create a manual transcript and then we can give it to you and that will be the business transcript.","[[67, 79, 'Event'], [107, 124, 'Event']]"
"Okay okay. So I think I got a ADP uh thing from Kajari only so I can make use of it  Like for the instead of jam, I meant that in of jam sessions, we could make an ADP.","[[30, 33, 'Anthem Tools'], [48, 54, 'Person Name'], [133, 145, 'Event'], [164, 167, 'Anthem Tools']]"
Definitely so we can start with ADP and later if we need more data we can go with JAM also,"[[32, 35, 'Anthem Tools']]"
yeah that's it from my end himansh. Perfect so for the sake of,"[[27, 34, 'Person Name']]"
"for the sake of engineering,  for the sake of separate engineering meeting and separate transcript generation let's connect in a sync up call and let's discuss because I guess for the dhanuj uh code we have to discuss few things and avijit wanted to show something, so let's connect on it on the sync up call okay?","[[129, 141, 'Event'], [184, 190, 'Person Name'], [233, 239, 'Person Name'], [296, 308, 'Event']]"
Okay thank you and Himanshu I'll be not joining in that sync up,"[[19, 27, 'Person Name'], [56, 63, 'Event']]"
Okay thank you and Himanshu I'll be not joining in that sync up call is that okay? No issues no issues. Yeah yeah Okay,"[[19, 27, 'Person Name'], [56, 63, 'Event']]"
Thank you so much guys. Thank you so anyone who don't have any update or,"[[63, 69, 'Scrum']]"
"Don't have any questions, It is not necessarily that you should join the sync up Okay. So you guys can, uh, proceed without joining the call. Those who have they can join the call. Thank you. Thank you guys. Thank you so much. Thank you. Bye bye.","[[73, 80, 'Event']]"
"Stories are moved to in-review and uh 3,4 most of them are in done status. So uh are we good to?","[[0, 7, 'Scrum'], [21, 30, 'Status'], [62, 66, 'Status']]"
Move it to done himanshu? You were saying that you were waiting for couple of things to move the stories to done,"[[11, 15, 'Status'], [16, 24, 'Person Name'], [97, 104, 'Scrum'], [108, 112, 'Status']]"
"Yes so today I moved a lot of stories to done, there are 2 stories on Anuj's name. So anuj you have given me the link of uh local git uh sorry collab code Yes yes I'll just push the code","[[7, 12, 'Date'], [30, 37, 'Scrum'], [41, 45, 'Status'], [59, 66, 'Scrum'], [70, 76, 'Person Name'], [86, 90, 'Person Name']]"
Push the code into bitbucket and send you yeah,"[[19, 28, 'Technical Platform']]"
Send me the link and then I will put it to done so 2 stories on his name and 1 is on Avijit's name. so I guess he's facing,"[[53, 60, 'Person Name'], [85, 93, 'Person Name']]"
"Some technical issues on bitbucket, so in the sync up call I will just sort it out and then that can also be put in done okay and then after bhanu's we have bhanu's uh extraction of names uh yeah bhanuj just yes uh I just wanted to know one last update from him so bhanuj","[[25, 34, 'Technical Platform'], [141, 148, 'Person Name'], [157, 164, 'Person Name']]"
"I just wanted to know one last update from him so bhanuj, it's done right? Yeah yeah it's done complete. Yeah perfect so I'll move it and sams goes with Dhanuj dhanuj also so he showed me the code so that is the code that you have committed dhanuj?","[[90, 94, 'Status'], [153, 159, 'Person Name'], [95, 103, 'Status'], [241, 247, 'Person Name'], [160, 166, 'Person Name']]"
once you are done today by today afternoon,"[[13, 17, 'Status'], [18, 23, 'Date']]"
today by today afternoon. I will be doing that I will be completing perfect so,"[[0, 5, 'Date']]"
perfect so once you're done with that I'll just move you just attach the link and I will move yeah it to done okay sir,"[[105, 109, 'Status']]"
okay. Okay. Then we have two more stories that are in in progress,"[[34, 41, 'Scrum'], [54, 65, 'Status']]"
okay.  So I guess anuj now you will have to start the work for putting the code uh but the code function what yeah,"[[18, 22, 'Person Name']]"
"For the hey okay And, uh, so I guess one more person was there in this Epic, right. I guess Bhanu or dhanuj uh anuj sravanthi if you can come down and the in review part in review in review one second. Yeah. Legal extraction on bhanu Uh, bhanu's name little bit more up. Yeah,  And this is on anuj's name on it. so only, you will have to see a bhanuj code you and bhanu also, uh, sorry. So sorry. you and bhanu also sit and uh  make sure that the code is in The right format and integrated,  Uh, together. And then once the integration is done, so everything should be  in one single pattern file Okay. so Bhanu code and your code should be in one single or one second. It is  code. And, uh, so yeah, it can be in, uh, uh,python file and then in a form of functions so that we can call those functions and we can get the results. okay. um okay and  Yes. Uh, you asked me that, uh, since your code is similar to the code of, uh, Divesh,  dhanuj and hrisheek So it should be put in the topic extraction, but, uh, even though you are right, but no, we should, uh, keep it in label extraction only because that is part of that particular Epic.only So push it in that a label extraction only okay?","[[92, 97, 'Person Name'], [101, 107, 'Person Name'], [111, 115, 'Person Name'], [116, 125, 'Person Name'], [180, 189, 'Status'], [228, 233, 'Person Name'], [238, 245, 'Person Name'], [293, 299, 'Person Name'], [364, 369, 'Person Name'], [405, 410, 'Person Name'], [606, 611, 'Person Name'], [928, 934, 'Person Name'], [937, 943, 'Person Name'], [948, 956, 'Person Name']]"
"next and then avinash we have uh Yes, sir Uh, regarding vocabulary, uh, now I'm using a tf-idf to generate, uh, vocabulary and that will go into the custom vocabulary  rev.ai So that is done. And also one more thing. There are some sentences in the after diarization there is some overlap between  consecutive audio data, diarised audio chunks So I've removed that, uh, regarding, uh, error correction model. I'm working by Monday  i will let you know","[[14, 21, 'Person Name'], [424, 430, 'Date'], [168, 174, 'Tool']]"
"So make Monday as your last date okay So if you are able to do that, it's okay if not then already, we have got a good achievements, so you can just commit the","[[8, 14, 'Tool']]"
"The final goal code and that okay will be done okay. okay Yes, yes, yes.","[[42, 46, 'Status']]"
"so Uh, one quick question here. So whatever we have defined in this particular story, are we achieving it hundred percent or is there any leftout thing?  what do you what do you say himanshu, how is it done?","[[182, 190, 'Person Name'], [79, 84, 'Scrum']]"
"Yeah, screened output transcript it is, uh, the machine learning thing. So we can never say Machine Learning output has hundred per cent. okay so We have to pull the threshold that okay. if it has crossed this threshold then that means we are  good to go okay so as the time is less. So we have decided that 40% of the transcript cleanup is good. So anuj uh sorry. Avinash has already achieved 40% accuracy, but since sprint has a few more days, I've asked them that take two more days of time. And by Monday if we get more accuracy. It's good. Otherwise, 40 percent is also good","[[365, 372, 'Person Name'], [502, 508, 'Person Name'], [48, 64, 'Technologies'], [92, 108, 'Technologies'], [350, 354, 'Person Name']]"
"I don't know. Maybe it's the wrong one or correct one. Do we have the,  similar thing for this sprint one also? Or is it done here? similar sort of a story","[[150, 155, 'Scrum']]"
No no. It will be done here it is done okay okay,"[[18, 22, 'Status'], [34, 38, 'Status']]"
"after the demo then we will see when oh kajari says we can work on more detailed machine learning models, then we can again, come back and create.","[[40, 46, 'Person Name'], [81, 97, 'Technologies']]"
some more stories on this part.Okay. Okay clear understood thank you,"[[10, 17, 'Scrum']]"
"So by Monday, can I expect all the stories","[[6, 12, 'Date'], [35, 42, 'Scrum']]"
"all these stories in done status ? or or these two, except these two ?","[[10, 17, 'Scrum'], [21, 25, 'Status']]"
"no, no everything will be done. So I guess, uh, today, uh, anuj's will be in done and Avinash,  will be will be In done on Monday, yeah.","[[26, 30, 'Status'], [48, 53, 'Date'], [59, 65, 'Person Name'], [86, 93, 'Person Name'], [115, 119, 'Status'], [123, 129, 'Date']]"
"On Monday,Monday it will be in done. So today it will be in all three stages tested testing, and, uh, and in review. you will be doing all the today?","[[3, 9, 'Date'], [31, 35, 'Status'], [77, 83, 'Status'], [84, 91, 'Status'], [106, 115, 'Status'], [10, 16, 'Date'], [143, 148, 'Date']]"
"actually himanhus has tested, he's saying that, uh, like accuracy. is very low. That means they have less okay data and less time, so it's tested, but, iam, in improving i'm working on, yeah actually getting more accuracy Yeah,","[[9, 17, 'Person Name'], [22, 28, 'Status'], [139, 145, 'Status']]"
"uh testing as of now we can keep it in testing yeah. That's my question. So do we have to sit in testing or what? Okay. Yeah, testing yeah yeah Okay. Fine. Okay. I just moved it to testing and I hope you are uploading. I mean, attaching all the relevant artifacts to the stories","[[3, 10, 'Status'], [39, 46, 'Status'], [97, 104, 'Status'], [271, 278, 'Scrum'], [181, 188, 'Status'], [126, 133, 'Status']]"
"Yes. Yes, I have just okay yes.  So everyone is and adding okay only last thing. Okay From anuj's side pending commiting the code otherwise everything is perfect Okay.","[[91, 97, 'Person Name']]"
"Okay, great. Good, good to know. And and also this story, is it in, in progress only,it should be or?","[[68, 79, 'Status'], [51, 57, 'Scrum']]"
"Yeah, it should be in-progress only because anuj not only have to convert his code, but also he has to sit with bhanu and, both okay of them have to come single file where everything can be put okay. Fine.","[[19, 30, 'Status'], [44, 48, 'Person Name'], [112, 117, 'Person Name']]"
okay that was a quick one since all the stories,"[[40, 47, 'Scrum']]"
that are moved to in review and then done. So any other things or questions you may have regarding the board or  any other?,"[[18, 27, 'Status'], [37, 41, 'Status']]"
"Are there any impediments, are you dependent or any other stuff here?","[[14, 25, 'Status']]"
"i don't think there will be, as of now, maybe once anuj and Bhanu sit together and they say that something is pending otherwise, I don't think there will be an issue. So I had one question to ask, suresh I mean is your uh Request approved suresh? for the tools that you required?","[[51, 55, 'Person Name'], [60, 65, 'Person Name'], [239, 245, 'Person Name'], [197, 203, 'Person Name']]"
"uh hi himanshu so, still they didn't approve, but, uh, I have gone through that, uh, website. So what, uh, Kajari has given that, right. So I have, like, I did some R&D on that today. Also I'll continue then. Meanwhile, I'll get it from your, uh, previous what we have in the front end. Right. UI so that also I'll go through, once you are provided the credential, then I can first start probably right.","[[6, 14, 'Person Name'], [107, 113, 'Person Name']]"
"sorry? yeah. yeah Thanks for Thanks for Yeah,yeah yeah so avinash yeah, yeah,himanshu We have that docker right? which uh ashutosh and sushmita created for the UI ?","[[122, 130, 'Person Name'], [135, 143, 'Person Name'], [58, 65, 'Person Name'], [77, 85, 'Person Name'], [99, 105, 'Technologies']]"
"Yes, sir. Uh, I mean, Docker file is there, we need to create an image and then we need to run Yeah.","[[22, 28, 'Technologies']]"
"Yeah, sure. Fine with that. Um, then I can start, uh, once it's get, and then I can start probably Monday something. I'll start on that. Yeah.","[[99, 105, 'Date']]"
yeah.and please make sure that you keep on pinging ankur and Kajari so that the approval gets fast Yeah.,"[[51, 56, 'Person Name'], [61, 67, 'Person Name']]"
so that the approval gets fast Yeah. Yeah. I already i have it a word with kajari,"[[75, 81, 'Person Name']]"
Yeah I have a word with Kajari So it might be will get it soon,"[[24, 30, 'Person Name']]"
"Question here himansu so is it the only, I mean, the one which uh suresh","[[14, 21, 'Person Name'], [66, 72, 'Person Name']]"
"yes So, whatever.oh okay suresh requires they are all paid tools","[[25, 31, 'Person Name']]"
"But, uh, uh, sorry sarika is saying that","[[19, 25, 'Person Name']]"
Nothing from my side sravanthi okay,"[[21, 30, 'Person Name']]"
it will be a technical thing as himanshu said it would be showing something there. So you guys can yeah carry on with that? Yeah.,"[[32, 40, 'Person Name']]"
"Yes. And, uh, sarika I think, sorry,sarika joined the call. sarika you have anything to say? in our daily. Stand up. You have any updates from your end. ?","[[14, 20, 'Person Name'], [36, 42, 'Person Name'], [60, 66, 'Person Name']]"
"hey Hi, sravanthi I'm so sorry. I joined late, uh, uh, no problem I'll uh so from my end, there is nothing else.","[[8, 17, 'Person Name']]"
SyncUP call it's only 2 minutes left. Okay. Okay. sravanthi fine then yeah Thank you guys. Have a nice weekend. yeah Thanks a lot for joining. the call bye bye,"[[50, 59, 'Person Name']]"
Thank you.Thank you.Thank you sravanthi thank you bye,"[[30, 39, 'Person Name']]"
"Yeah I have shared with you and divesh both of you. Ok ok got it. Yes. And uh this field I don't know the exact fields so I just mention as a engineering meeting in the dropdown, so whatever fields anyway it will be coming dynamic right there is an","[[32, 38, 'Person Name']]"
Yeah divesh please go ahead. This piece of code is not working right?,"[[5, 11, 'Person Name']]"
Hello yes divesh your voice is not audible. Hello yeah yes divesh,"[[10, 16, 'Person Name'], [59, 65, 'Person Name']]"
"Okay one second, I need to open all the files. Yes. Yes right. Yes so like in this case, suppose if you choose any mp4 file so it is not saving in that actual folder because the HTML file doesn't have some like some packages to top with the flask API. So himanshu said we can try with react js.So that js you can write it no problem","[[255, 263, 'Person Name'], [285, 293, 'Technologies']]"
So divesh. Yeah. So divesh yeah so,"[[3, 9, 'Person Name'], [20, 26, 'Person Name']]"
Yeah that is what correct yeah. Ok himanshu. Even I have shared with you and divesh right?,"[[35, 43, 'Person Name'], [77, 83, 'Person Name']]"
"So uh suresh for this screen I guess uh as of now it looks video screen I mean upload screen, maybe later we will have to change it with to the Anthem standards so I will share with you. Yeah yeah yeah. Yes exaxtly. I'll share you few files which I have with me, so i'll share you, you can take intuition from that and you can change it but coming to the dashboard part if you can share it, the dashboard. Sure. Yes yeah so this particular part i guess we need to make i mean uh as of now it is i mean the buttons colour and everything has been changed but it is still, it is looking like uh what Kajari gave us. So I feel that, did you, did you get a chance to go through the fireflies and otter, uh websites? yeah","[[144, 150, 'Organization'], [597, 603, 'Person Name'], [677, 686, 'Tool'], [691, 696, 'Tool'], [6, 12, 'Person Name']]"
"Yeah I have go through that fireflies so they have used the thing is no himanshu I don't have any color code options, so our logo both logo's are in blue colour so we have to retain the both colour so that is why I have throughout website I have used in a blue colour only so if you have any suggestion we can change it accordingly. Okay","[[28, 37, 'Tool'], [72, 80, 'Person Name']]"
So did you go through that slide I mean in the slide of Kajari where in the last few slides she attached a few screenshots from uh fireflies. Did you have a look at that?,"[[56, 62, 'Person Name'], [131, 140, 'Tool']]"
Wait I'll share. In uh power point. Okay yeah the PPT right?,"[[23, 34, 'Tool'], [50, 53, 'Tool']]"
"Yeah I'll share I'll share wait. Sure just share. So if you look at this okay this is the otter but obviously otter is the mobile one, but yeah, this one, if you'll see, just a moment, it's still loading, okay so this one the fireflies okay. So you can see here there are i mean theme is same, but the way they have presented it is different right? yeah","[[226, 235, 'Tool']]"
"No no no this, which one are you seeing? You are seeing otter or fireflies? otter.ai","[[76, 84, 'Tool'], [65, 74, 'Tool']]"
wait wait wait fireflies will come. Yeah sure.,"[[15, 24, 'Tool']]"
"Is it there? Fireflies notepad? Still it's not showing me, no you have that uh","[[13, 22, 'Tool']]"
"You have that uh, PPT with you no Suresh? Actually that PPT. I think there's a lag","[[18, 21, 'Tool'], [34, 40, 'Person Name'], [56, 59, 'Tool']]"
"I think there's a lag, I think there's a lag, that's the reason we are able to see the fireflies only. Maybe there's a lag  with your yeah","[[87, 96, 'Tool']]"
"Okay one second, one second. It is uploaded in our hive uh stand up hive stand up files.","[[51, 55, 'Scrum'], [73, 81, 'Scrum'], [59, 72, 'Scrum']]"
"Okay himanshu. I have a few questions, so if I have implemented the same screen now, then it will be a problem for you guys will be showing so in the demo that time they will ask so many questions. No no no","[[5, 13, 'Person Name']]"
"I'm not saying to make the same screen. I'm saying. Okay. Take a hint from this. Okay. Yeah I got it yeah. Okay. Yeah just take a hint from this and try to make it here, it is looking like a website. Okay. Okay but uh there it is looking like normal I mean what we say, the POC that we make or something we just made just for the showcase, not for the production level. Right? So in our case what is the issue? Is that here in our case, whatever, the models that we have built that models are not that much level because here we are trying to get the funding so we can not make the backend beautifiul. As of now, because we have the least time but if the frontend looks beautiful, then whatever is happening in the backend. That is the secondary part, because whatever we want to show, we have a script of that. And we will show that for the three meeting files, but if they are, as the, as the rule goes, right, the first impression is the last impression. So this UI is the first impression. So like the UI you made for the login screen, the home screen, sorry, where we are uploading. It looks like a website, even though maybe we need to change the color later based on the Anthem format, but it's still, it looks like a website, but the second is It looks like a temporary work. I mean, I hope you're understanding. Don't take me","[[1178, 1184, 'Organization']]"
uh himanshu I think we lost you. we we lost you yeah. Videos or,"[[3, 11, 'Person Name']]"
"the videos of, uh, fireflies and you can get there. That's why, I guess Kajari told you to watch those videos. They know they have clearly shown there","[[19, 28, 'Tool'], [72, 78, 'Person Name']]"
"Himanshu? I think he has some problem with I think himanshu? Uh he uh your voice is breaking in between, it was not clear","[[0, 8, 'Person Name'], [51, 59, 'Person Name']]"
Unique issues for the past 2 or 3 days. But anyways. Uh so suresh,"[[59, 65, 'Person Name']]"
"So this, uh, I mean, uh, we can say that for the last sprint UI wireframe has been completed, but for this sprint I have created a new user story only for the beautification part. So what I'm seeing, what I'm trying to say, uh, um, uh Suresh. Okay.  That, uh, one second. Okay. So if I look at your screen, and then if I look at my screen, one second, the screen which i have already made. So i now i am connected to wifi. So now, it will not be an issue.","[[135, 145, 'Scrum'], [235, 241, 'Person Name'], [83, 92, 'Status']]"
"Okay so now if I open chrome. Yeah so it is almost same. Right? So if you see here, we have this thing also, and this thing also, but my website is also not looking professional and same I can say with yours as well, only for this page only for dashboard correct? So that's what. okay i'm trying to say. That uh the same thing what you have made on the same theme i have made as well. Maybe there are a few extra components here, but neither this is  required nor that is required. We want something on the theme of fireflies and otter. So that's why i have created the story as well. And, uh we can work on that together. So maybe we can connect daily.","[[570, 575, 'Scrum'], [516, 525, 'Tool']]"
Based on the theme of fireflies yeah,"[[22, 31, 'Tool']]"
Okay I'll try yeah correct yeah thank you yes okay so uh based on this discussion can we complete everything by 4th march I think the development thing that JSON and everything is ready. We are only waiting for the UI and the connectivity. Right? Did anyone hear me?,"[[112, 121, 'Date']]"
"Yes sravanthi. So I guess yes so sravanthi, so the UI is ready only himanshu few changes, so that changes I can right. To complete it as soon as you might be there today or tomorrow.","[[4, 13, 'Person Name'], [33, 43, 'Person Name'], [68, 76, 'Person Name'], [164, 169, 'Date'], [173, 181, 'Date']]"
"Uh but that means the UI is still in-progress, right? It is not ready for the changes. Has to be made and then only it will be ready. Yeah that's correct. Okay fine. So that's why so sravanthi has","[[34, 45, 'Status'], [183, 192, 'Person Name']]"
So that's why sravanthi has created a user story. So we will have okay that same story points allocation session. So at that point okay yeah,"[[14, 23, 'Person Name'], [38, 48, 'Scrum'], [81, 93, 'Scrum']]"
"this time I have given everyone work. So those who already have the work, they will keep on doing that. And those who don't have the work, they will be helping me out in the react js. Yes so this time no one is getting away with react js","[[174, 179, 'Technologies'], [229, 234, 'Technologies']]"
"Okay so um, comment on that review part and the stories that are in progress himanshu and the other one also, you said that would be completed by today except for the operations meeting. So only operations meeting would be a spillover for us. This rest all uh it would be closed right? correct correct. Okay so now it is 1:27, can i expect everything to be closed by 5? 3 stories, 2 in in-review, and 1 in-progress.","[[48, 55, 'Scrum'], [65, 76, 'Status'], [77, 85, 'Person Name'], [133, 142, 'Status'], [146, 151, 'Date'], [370, 379, 'Scrum'], [386, 395, 'Status'], [403, 414, 'Status']]"
"In review? Yes. In progress. Yes. Everything will be done by five, or 5:30 Yes okay cool I'll try to finish it so 4 only but yeah","[[0, 9, 'Status'], [16, 27, 'Status']]"
"okay, fine. So team, uh, we would be starting our sprint two from today only. So all the stories would be moved to in-progress.  So please, please, please plan accordingly and let us know the time you need to take. Okay. Now we'll start the sprint planning okay clear okay over to you himanshu","[[66, 71, 'Date'], [285, 293, 'Person Name'], [89, 96, 'Scrum'], [115, 126, 'Status']]"
"Sure. Yeah. Yeah. Okay. So few more needs to be added and uh, I mean maybe add it. So that's why I have, uh, kept it blank below, but whatever I thought of that I will be going one by one. So first I will be explaining the user story. Then I will be writing the description. Then together, we will come up with the acceptance criteria. And once we finish all of these things, then Sravanthi today only will have this new story point, uh, that only tool that you asked me i showed us the same tool yes using only? yes","[[223, 233, 'Scrum'], [381, 390, 'Person Name'], [391, 396, 'Date'], [421, 432, 'Scrum']]"
"Yes so you decide if you want that tool uh I can open it and do it. If not, since the stories are very uh minimum here, I think there are how many?","[[86, 93, 'Scrum']]"
"11. 11 okay fine so um team, you decide shall we do for planIt poker last time as we did or is it okay because I think here the most decision should be taken by Suresh even thought the ownership lies across everybody and the team is working on it. And also, uh Himanshu i would suggest you take the acceptance criteria from Suresh.","[[161, 167, 'Person Name'], [261, 269, 'Person Name'], [324, 330, 'Person Name'], [56, 68, 'Tool']]"
Correct for each user story sure sure,"[[17, 27, 'Scrum']]"
"So you Create a, you tell the user story and Suresh will come up with the acceptance criteria and. Got it. team. If you agree with the acceptance criteria or any questions on the acceptance criteria, you can ask suresh right now. Let's close it today or only now in this call, i will not schedule one more. okay got it. Okay and also the story points can be decided by the team.","[[30, 40, 'Scrum'], [45, 51, 'Person Name'], [212, 218, 'Person Name'], [338, 350, 'Scrum'], [245, 250, 'Date']]"
"Okay okay So the first one is key frame, JSON creation and integration. So Amit,  I guess you have already done most of the work here. So the major thing is, uh, we have to integrate this JSON with Avinash.  So, uh, so majorly the team is uh I will tell you on one second. Yeah. So here, few buttons are going to come right as, uh,","[[75, 79, 'Person Name'], [198, 205, 'Person Name'], [107, 111, 'Status']]"
